id,posted_date,price,price_per_sq_ft,currency,location,company_name,carpet_area,land_area_unit,balconies,bathrooms,facing,floors,city_name,bedrooms,address,covered_area,carp_area_unit,cov_area_unit,operating_since
82933333,2026-03-03T23:41:43.000Z,9000000,4390,₹,"12.370049,76.624391",,1200,,1,3,East,,Mysore,3,"Mysore, Karnataka",2050,,12800,
83702253,2026-03-15T18:36:40.000Z,13800000,13269,₹,"12.2655758,76.6441591",,1040,12850,,3,North,,Mysore,3,"Mysore, Karnataka",1040,,12800,
78948783,2026-03-21T23:44:46.000Z,4400000,11282,₹,"12.350102,76.603722",,,,1,1,North,,Mysore,1,"Mysore, Karnataka",390,,12800,
82966069,2026-03-18T23:32:23.000Z,9200000,5732,₹,"12.3352893,76.5982997",,,,3,3,East,4,Mysore,3,"Mysore, Karnataka",1605,,12800,
81506473,2026-03-21T23:53:13.000Z,9300000,5636,₹,"12.32686,76.6951",,1350,,3,3,East,3,Mysore,3,"Mysore, Karnataka",1650,,12800,
83703197,2026-03-25T23:33:46.000Z,8250000,6875,₹,,,900,12850,1,1,East,,Mysore,2,"Mysore, Karnataka",1200,,12800,
83821321,2026-03-17T09:42:29.000Z,11500000,4792,₹,"12.3452906,76.5718852",,2400,,,3,East,,Mysore,4,"Mysore, Karnataka",2400,,12800,
80169681,2026-03-24T13:51:56.000Z,7800000,5571,₹,"12.302502,76.592142",,,,2,3,East,8,Mysore,3,"Mysore, Karnataka",1400,,12800,
67796395,2026-03-25T07:06:54.000Z,2750000,2750,₹,"12.3156357586983,76.6509123564423",,,,,2,,,Mysore,2,"Mysore, Karnataka",1000,,12800,
81701965,2026-03-23T22:30:32.000Z,13000000,5000,₹,"12.296692,76.7021",,1200,,2,4,East,3,Mysore,6,"Mysore, Karnataka",2600,,12800,
67796399,2026-03-25T07:06:58.000Z,3800000,3220,₹,"12.3156357586983,76.6509123564423",,,,,2,,,Mysore,2,"Mysore, Karnataka",1180,,12800,
67794257,2026-03-25T06:34:52.000Z,4170000,4170,₹,"12.3302691,76.640873",,,,,1,,,Mysore,1,"Mysore, Karnataka",1000,,12800,
67794251,2026-03-25T06:34:49.000Z,7510000,4172,₹,"12.3302691,76.640873",,600,,,3,,,Mysore,6,"Mysore, Karnataka",1800,,12800,
67794249,2026-03-25T06:34:46.000Z,2750000,2750,₹,"12.3302691,76.640873",,,,,2,,,Mysore,2,"Mysore, Karnataka",1000,,12800,
67794933,2026-03-25T06:43:58.000Z,8340000,4170,₹,"12.274067,76.642783",,,,,2,,,Mysore,3,"Mysore, Karnataka",2000,,12800,
67794929,2026-03-25T06:43:55.000Z,6800000,,₹,"12.274067,76.642783",,,,,2,,,Mysore,2,"Mysore, Karnataka",,,,
64108965,2026-03-23T22:30:28.000Z,9600000,4800,₹,"12.3507162536586,76.6018245686587",,,,,4,,2,Mysore,5,"Mysore, Karnataka",2000,,12800,
67765869,2026-03-24T09:46:18.000Z,5780000,2752,₹,"12.3239121,76.6263136",,,,,3,,,Mysore,3,"Mysore, Karnataka",2100,,12800,
67765867,2026-03-24T09:46:13.000Z,3210000,2755,₹,"12.3239121,76.6263136",,,,,2,,,Mysore,2,"Mysore, Karnataka",1165,,12800,
67765865,2026-03-24T09:46:09.000Z,12000000,6000,₹,"12.3239121,76.6263136",,,,,3,,,Mysore,3,"Mysore, Karnataka",2000,,12800,
67765861,2026-03-24T09:46:04.000Z,5500000,2750,₹,"12.3239121,76.6263136",,,,,3,,,Mysore,3,"Mysore, Karnataka",2000,,12800,
67765853,2026-03-24T09:45:48.000Z,10010000,4171,₹,"12.317383,76.6979744",,,,,3,,,Mysore,5,"Mysore, Karnataka",2400,,12800,
67768747,2026-03-24T10:46:42.000Z,7920000,4168,₹,"12.3255434,76.6954554",,,,,3,,,Mysore,3,"Mysore, Karnataka",1900,,12800,
67791423,2026-03-25T05:57:56.000Z,5000000,4167,₹,"12.3301817,76.6617164",,,,,2,,,Mysore,3,"Mysore, Karnataka",1200,,12800,
79126193,2026-02-27T22:30:38.000Z,5000000,,₹,"12.370049,76.624391",,800,12850,1,2,East,,Mysore,2,"Mysore, Karnataka",,,,
67762431,2026-03-24T08:38:34.000Z,3499000,1458,₹,"12.1228656,76.6936046",,,,,1,,,Mysore,2,"Mysore, Karnataka",2400,,12800,
67762207,2026-03-24T08:34:01.000Z,7510000,4172,₹,"12.2958104,76.6393805",,,,,4,,,Mysore,5,"Mysore, Karnataka",1800,,12800,
67761181,2026-03-24T08:14:02.000Z,4800000,4174,₹,"12.2994269,76.5905267",,,,,2,,,Mysore,2,"Mysore, Karnataka",1150,,12800,
81014369,2026-03-13T23:36:28.000Z,17400000,5731,₹,"12.3444096,76.6029819",,2530,,5,5,North,4,Mysore,4,"Mysore, Karnataka",3036,,12800,
67762201,2026-03-24T08:33:58.000Z,2500000,4167,₹,"12.2958104,76.6393805",,600,,,1,,,Mysore,2,"Mysore, Karnataka",600,,12800,
67762199,2026-03-24T08:33:54.000Z,5000000,4167,₹,"12.2958104,76.6393805",,,,,3,,,Mysore,3,"Mysore, Karnataka",1200,,12800,
39145253,2026-03-12T22:30:36.000Z,2700000,4500,₹,,,600,,,1,,1,Mysore,1,"Mysore, Karnataka",600,,12800,
80233303,2026-03-23T22:30:31.000Z,63000000,14318,₹,"12.3283641,76.6398272",,,,1,3,North,2,Mysore,3,"Mysore, Karnataka",4400,,12800,
67764129,2026-03-24T09:11:36.000Z,11680000,4171,₹,"12.2943421,76.6971561",,,,,5,,,Mysore,5,"Mysore, Karnataka",2800,,12800,
74654045,2026-01-16T21:30:44.000Z,15500000,9118,₹,"12.3433924,76.654661",,1700,,2,3,North - East,4,Mysore,3,"Mysore, Karnataka",1700,,12800,
83043383,2026-01-19T15:46:42.000Z,18500000,5000,₹,"12.317059,76.6058412",,1200,,1,4,,,Mysore,4,"Mysore, Karnataka",3700,,12800,
64990317,2026-03-21T22:30:36.000Z,6300000,3684,₹,"12.302502,76.592142",,1650,,4,3,East,8,Mysore,3,"Mysore, Karnataka",1710,,12800,
83661507,2026-03-07T08:49:44.000Z,32000000,118912,₹,"12.3335199,76.6117927",,,,,3,,,Mysore,4,"Mysore, Karnataka",25,,12801,
74892781,2026-03-19T22:30:41.000Z,9900000,5351,₹,"12.370049,76.624391",,,,,3,,,Mysore,3,"Mysore, Karnataka",1850,,12800,
76356733,2026-02-25T22:30:45.000Z,4800000,5647,₹,"12.2992584,76.6358516",,750,,1,2,West,3,Mysore,2,"Mysore, Karnataka",850,,12800,
64967539,2026-03-22T22:30:34.000Z,5000000,5000,₹,"12.3433924,76.654661",,,,,2,,4,Mysore,2,"Mysore, Karnataka",1000,,12800,
76463193,2026-03-16T22:30:48.000Z,15000000,8082,₹,"12.323819,76.683033",,,,,1,North,,Mysore,2,"Mysore, Karnataka",1856,,12800,
70051675,2025-12-07T21:33:19.000Z,4800000,8000,₹,"12.285664,76.614585",,,,,,,,Mysore,2,"Mysore, Karnataka",600,,12800,
83931029,2026-03-25T06:25:10.000Z,7500000,,₹,"12.2958104,76.6393805",,1100,,,2,,3,Mysore,2,"Mysore, Karnataka",,,,
72848323,2026-03-11T22:30:39.000Z,7500000,6250,₹,"12.32686,76.6951",,1200,12850,1,3,South,2,Mysore,3,"Mysore, Karnataka",1200,,12800,
83845251,2026-03-19T06:25:11.000Z,17000000,14167,₹,"12.334902,76.683128",,,,,2,,,Mysore,3,"Mysore, Karnataka",1200,,12800,
83851585,2026-03-19T08:09:13.000Z,7000000,11667,₹,"12.2655758,76.6441591",,,12850,1,1,,,Mysore,2,"Mysore, Karnataka",,,,
64111179,2026-02-20T21:30:40.000Z,14500000,11846,₹,"12.3053563331813,76.6929543794215",,1100,,1,3,West,,Mysore,3,"Mysore, Karnataka",1224,,12800,
67791421,2026-03-25T05:57:55.000Z,3650000,4171,₹,"12.3301817,76.6617164",,875,,,2,,,Mysore,2,"Mysore, Karnataka",875,,12800,
78037349,2026-03-01T21:33:22.000Z,21500000,17917,₹,"12.3238989,76.5977657",,1200,,1,4,,,Mysore,4,"Mysore, Karnataka",1200,,12800,
83809095,2026-03-16T14:13:05.000Z,35000000,29167,₹,"12.3475882,76.6190911",,,,2,5,,3,Mysore,5,"Mysore, Karnataka",1200,,12800,
80889135,2026-03-02T05:09:52.000Z,20500000,17083,₹,"12.3238989,76.5977657",,2400,,1,4,West,2,Mysore,4,"Mysore, Karnataka",1200,,12800,
81397065,2025-12-12T23:33:25.000Z,15000000,7143,₹,"12.2844023,76.6111287",,,12850,,4,North,,Mysore,5,"Mysore, Karnataka",2100,,12800,
83886083,2026-03-21T05:35:43.000Z,9200000,9808,₹,"12.3452906,76.5718852",,,,1,2,East,9,Mysore,2,"Mysore, Karnataka",938,,12800,
68041483,2026-03-19T13:53:07.000Z,14500000,12083,₹,"12.2943421,76.6971561",,,,,2,,,Mysore,2,"Mysore, Karnataka",1200,,12800,
82871271,2026-03-23T23:31:29.000Z,6400000,4748,₹,"12.3507162536586,76.6018245686587",,,,1,2,,4,Mysore,2,"Mysore, Karnataka",1348,,12800,
80518963,2026-03-03T22:30:39.000Z,7800000,6414,₹,"12.3238989,76.5977657",,,,,2,,,Mysore,2,"Mysore, Karnataka",1216,,12800,
82309329,2026-03-22T23:31:14.000Z,7500000,5678,₹,"12.3352893,76.5982997",,1001,,1,3,,3,Mysore,3,"Mysore, Karnataka",1321,,12800,
68044479,2026-03-19T15:34:02.000Z,25000000,10000,₹,"12.3303842,76.6075435",,,,,3,,,Mysore,3,"Mysore, Karnataka",2500,,12800,
68045687,2026-03-19T16:22:29.000Z,10000000,4167,₹,"12.296229,76.701386",,,,,1,,,Mysore,1,"Mysore, Karnataka",2400,,12800,
68024443,2026-03-19T07:32:59.000Z,13000000,6500,₹,"12.274067,76.642783",,,,,2,,,Mysore,3,"Mysore, Karnataka",2000,,12800,
68024441,2026-03-19T07:32:55.000Z,6800000,5667,₹,"12.274067,76.642783",,,,,2,,,Mysore,2,"Mysore, Karnataka",1200,,12800,
68023193,2026-03-19T07:13:02.000Z,8000000,4706,₹,"12.3126542,76.6584173",,,,,2,,,Mysore,2,"Mysore, Karnataka",1700,,12800,
68022711,2026-03-19T07:04:51.000Z,12500000,4167,₹,"12.284502,76.6022778",,,,,6,,,Mysore,5,"Mysore, Karnataka",3000,,12800,
68022317,2026-03-19T06:59:01.000Z,8000000,9697,₹,"12.3322462,76.6600802",,,,,4,,,Mysore,5,"Mysore, Karnataka",825,,12800,
81908173,2026-03-21T06:00:53.000Z,22500000,9000,₹,"12.2655758,76.6441591",,,,,3,,,Mysore,4,"Mysore, Karnataka",2500,,12800,
81907439,2026-03-13T23:33:18.000Z,11500000,12366,₹,"12.2940942,76.6405492",,,12850,,2,,1,Mysore,2,"Mysore, Karnataka",930,,12800,
70268753,2026-03-17T22:30:41.000Z,5000000,,₹,"12.1574177,76.5213648",,1150,,1,2,,4,Mysore,2,"Mysore, Karnataka",,,,
83765489,2026-03-13T09:35:36.000Z,7800000,6500,₹,"12.9796538,77.5644014",,1100,,1,2,,,Mysore,4,"Mysore, Karnataka",1200,,12800,
68016789,2026-03-19T05:49:13.000Z,12000000,6000,₹,"12.2958104,76.6393805",,,,,2,,2,Mysore,3,"Mysore, Karnataka",2000,,12800,
68016781,2026-03-19T05:49:08.000Z,11200000,5600,₹,"12.2958104,76.6393805",,,,,3,,5,Mysore,3,"Mysore, Karnataka",2000,,12800,
73231335,2026-01-17T05:28:48.000Z,7500000,5000,₹,"12.3210448,76.6711058",,1350,,1,3,East,,Mysore,3,"Mysore, Karnataka",1500,,12800,
59032775,2026-01-24T22:30:31.000Z,13000000,6667,₹,"12.2975,76.595306",,,,1,3,East,1,Mysore,3,"Mysore, Karnataka",1950,,12800,
80484429,2026-01-26T18:04:02.000Z,15000000,8333,₹,"12.3038533,76.661182",,,,2,3,,4,Mysore,3,"Mysore, Karnataka",1800,,12800,
68015647,2026-03-19T05:36:53.000Z,5257000,5031,₹,"12.2971083,76.6448811",,,,,2,,4,Mysore,2,"Mysore, Karnataka",1045,,12800,
68015645,2026-03-19T05:36:52.000Z,5200000,4127,₹,"12.2971083,76.6448811",,,,,2,,4,Mysore,2,"Mysore, Karnataka",1260,,12800,
68015641,2026-03-19T05:36:50.000Z,28500000,21923,₹,"12.3038533,76.661182",,,,,2,,,Mysore,3,"Mysore, Karnataka",1300,,12800,
68015639,2026-03-19T05:36:49.000Z,10000000,5319,₹,"12.3038533,76.661182",,,,,3,,4,Mysore,3,"Mysore, Karnataka",1880,,12800,
68015637,2026-03-19T05:36:47.000Z,8500000,6746,₹,"12.3038533,76.661182",,,,,2,,4,Mysore,2,"Mysore, Karnataka",1260,,12800,
81886565,2025-12-13T22:30:32.000Z,3500000,5833,₹,"12.293434,76.6146235",,600,,1,1,,2,Mysore,1,"Mysore, Karnataka",600,,12800,
73111109,2026-03-24T21:32:12.000Z,7600000,6080,₹,"12.2655758,76.6441591",,799,,3,2,,4,Mysore,3,"Mysore, Karnataka",1250,,12800,
83074689,2026-02-26T22:30:36.000Z,9000000,5263,₹,"12.302502,76.592142",,1510,,5,3,,8,Mysore,3,"Mysore, Karnataka",1710,,12800,
81841025,2026-03-07T22:30:36.000Z,16000000,7619,₹,"12.2716479,76.6253865",,1800,,2,3,East,1,Mysore,3,"Mysore, Karnataka",2100,,12800,
83073873,2026-03-20T22:30:35.000Z,24000000,10000,₹,"12.2844023,76.6111287",,2000,,1,3,North,,Mysore,3,"Mysore, Karnataka",2400,,12800,
83514331,2026-02-22T14:38:52.000Z,10000000,8333,₹,"12.3335199,76.6117927",,1000,,1,2,East,2,Mysore,3,"Mysore, Karnataka",1200,,12800,
78733579,2026-03-08T22:30:31.000Z,25000000,20492,₹,"12.2992584,76.6358516",,1220,,1,3,North,,Mysore,4,"Mysore, Karnataka",1220,,12800,
83819257,2026-03-17T07:46:36.000Z,11300000,9417,₹,"12.3055511566327,76.6068842192722",,1000,,1,3,South,,Mysore,2,"Mysore, Karnataka",1200,,12800,
81601179,2026-02-28T22:30:40.000Z,2400003,3478,₹,,,690,,1,1,East,5,Mysore,1,"Mysore, Karnataka",690,,12800,
79898769,2026-03-02T22:30:40.000Z,6800000,206061,₹,"12.2838441,76.6456031",,25,,1,2,South,,Mysore,2,"Mysore, Karnataka",33,,12800,
73871705,2026-03-12T21:30:36.000Z,13500000,,₹,"12.2655758,76.6441591",,2600,,1,3,East,,Mysore,3,"Mysore, Karnataka",,,,
79940317,2026-02-26T14:04:50.000Z,11100000,9250,₹,"12.3055511566327,76.6068842192722",,1000,,1,3,South,,Mysore,2,"Mysore, Karnataka",1200,,12800,
80769285,2026-01-27T22:30:40.000Z,3700000,8043,₹,"12.298807,76.613474",,,12850,1,1,West,,Mysore,1,"Mysore, Karnataka",460,,12800,
81488389,2026-03-09T22:30:38.000Z,14000000,5833,₹,"12.271638,76.713879",,,12850,2,7,,,Mysore,5,"Mysore, Karnataka",2400,,12800,
82665327,2026-03-13T22:30:42.000Z,12500000,10417,₹,"12.2844023,76.6111287",,,,,2,South,,Mysore,2,"Mysore, Karnataka",1200,,12800,
81488635,2026-03-23T21:30:37.000Z,14000000,5833,₹,"12.271638,76.713879",,,12850,2,7,East,,Mysore,5,"Mysore, Karnataka",2400,,12800,
68195793,2026-03-20T15:34:21.000Z,6900000,4859,₹,"12.3496072,76.6304409",,,,,2,,8,Mysore,2,"Mysore, Karnataka",1420,,12800,
68195789,2026-03-20T15:34:17.000Z,4500000,5696,₹,"12.370049,76.624391",,,,,1,,8,Mysore,1,"Mysore, Karnataka",790,,12800,
79887309,2026-03-06T17:43:00.000Z,4500000,7500,₹,"12.323819,76.683033",,,,1,2,East,2,Mysore,2,"Mysore, Karnataka",600,,12800,
71323169,2026-03-23T10:43:18.000Z,40000000,10000,₹,"12.341544,76.666736",,,,,5,,2,Mysore,3,"Mysore, Karnataka",4000,,12800,
82124343,2026-03-18T21:30:35.000Z,13000000,18056,₹,"12.28711284,76.63083502",,600,,3,3,North - West,,Mysore,5,"Mysore, Karnataka",720,,12800,
67399103,2026-03-24T21:33:48.000Z,70000000,17500,₹,"12.3052971,76.6831397",,4500,12850,3,3,North,2,Mysore,3,"Mysore, Karnataka",4000,,12800,
35140731,2026-01-06T22:30:24.000Z,20000000,8333,₹,"12.2716479,76.6253865",,45000,12800,,4,North - East,2,Mysore,4,"Mysore, Karnataka",,,,
80912383,2026-03-04T22:30:36.000Z,8000000,266667,₹,"12.285664,76.614585",,20,,1,2,,,Mysore,3,"Mysore, Karnataka",30,,12800,
53404233,2026-03-24T13:51:58.000Z,7800000,13000,₹,"12.33397,76.68405",,,,2,3,,3,Mysore,5,"Mysore, Karnataka",600,,12800,
83631417,2026-03-04T02:17:07.000Z,30670500,8050,₹,"12.33966606,76.63514742",,1275,,1,1,,,Mysore,3,"Mysore, Karnataka",3810,,12800,
52714239,2025-12-23T22:30:32.000Z,10000000,4545,₹,"12.2416178,76.6424017",,,,,3,,1,Mysore,3,"Mysore, Karnataka",2200,,12800,
83899943,2026-03-22T09:11:31.000Z,12500000,4464,₹,"12.18991299,77.02950654",,2000,,1,3,,,Mysore,5,"Mysore, Karnataka",2800,,12800,
62098939,2026-02-25T22:30:43.000Z,3900000,3900,₹,,,800,,1,2,North - East,1,Mysore,3,"Mysore, Karnataka",1000,,12800,
30485937,2026-03-21T16:41:03.000Z,5000000,4032,₹,"12.323819,76.683033",,,,1,3,,,Mysore,3,"Mysore, Karnataka",1240,,12800,
82941561,2026-01-11T13:36:07.000Z,2700000,2700,₹,"12.293434,76.6146235",,750,,1,1,North,2,Mysore,2,"Mysore, Karnataka",1000,,12800,
82692991,2026-03-13T23:35:59.000Z,4400000,5867,₹,"12.370049,76.624391",,750,,1,2,East,2,Mysore,2,"Mysore, Karnataka",750,,12800,
83905517,2026-03-23T05:37:23.000Z,28000000,4667,₹,"12.336704,76.525374",,1500,,7,5,South -West,,Mysore,6,"Mysore, Karnataka",6000,,12800,
67755727,2026-03-24T06:50:59.000Z,40000000,6579,₹,"12.2940942,76.6405492",,,,,2,,,Mysore,3,"Mysore, Karnataka",6080,,12800,
67755715,2026-03-24T06:50:48.000Z,8130000,4171,₹,"12.2838681,76.6531835",,,,,1,,,Mysore,2,"Mysore, Karnataka",1949,,12800,
67755703,2026-03-24T06:50:36.000Z,2970000,2750,₹,"12.3420829,76.6340511",,,,,2,,,Mysore,2,"Mysore, Karnataka",1080,,12800,
67755697,2026-03-24T06:50:33.000Z,11200000,4882,₹,"12.3420829,76.6340511",,,12850,,3,,,Mysore,3,"Mysore, Karnataka",2294,,12800,
67755687,2026-03-24T06:50:24.000Z,5000000,4167,₹,"12.3420829,76.6340511",,,,,1,,,Mysore,1,"Mysore, Karnataka",1200,,12800,
67755675,2026-03-24T06:50:17.000Z,14180000,4171,₹,"12.332169,76.612644",,,12850,,4,,,Mysore,4,"Mysore, Karnataka",3400,,12800,
67755671,2026-03-24T06:50:14.000Z,7090000,4171,₹,"12.332169,76.612644",,,12850,,3,,,Mysore,4,"Mysore, Karnataka",1700,,12800,
83825187,2026-03-17T12:08:13.000Z,10800000,6000,₹,"12.2874031,76.603235",,1600,,2,3,North - West,,Mysore,4,"Mysore, Karnataka",1800,,12800,
67755731,2026-03-24T06:51:01.000Z,8700000,9943,₹,"12.2940942,76.6405492",,875,,,4,,,Mysore,3,"Mysore, Karnataka",875,,12800,
66051377,2026-03-21T16:41:23.000Z,3800000,6333,₹,,,,,,2,North,1,Mysore,2,"Mysore, Karnataka",600,,12800,
83781587,2026-03-15T12:44:12.000Z,25000000,5435,₹,"12.2716479,76.6253865",,,,1,4,East,2,Mysore,6,"Mysore, Karnataka",4600,,12800,
78525781,2026-03-10T21:33:10.000Z,20000000,10194,₹,"12.3283641,76.6398272",,1650,,4,3,North,4,Mysore,3,"Mysore, Karnataka",1962,,12800,
83930891,2026-03-25T06:20:13.000Z,10500000,9545,₹,"12.3448385,76.5840034",,,,,2,,9,Mysore,2,"Mysore, Karnataka",1100,,12800,
66634343,2026-03-04T22:30:35.000Z,12000000,10000,₹,"12.2655758,76.6441591",,,,,5,,3,Mysore,5,"Mysore, Karnataka",1200,,12800,
83941437,2026-03-25T14:20:51.000Z,9000000,5294,₹,"12.316337,76.654131",,550,,2,5,West,,Mysore,6,"Mysore, Karnataka",1700,,12800,
67946643,2026-03-26T13:31:18.000Z,6107400,4517,₹,"12.302393,76.644127",,,,,2,,,Mysore,3,"Mysore, Karnataka",1352,,12800,
67946641,2026-03-26T13:31:13.000Z,13000000,282609,₹,"12.302393,76.644127",,,,,1,,3,Mysore,2,"Mysore, Karnataka",46,,12800,
67946635,2026-03-26T13:31:02.000Z,4200000,5250,₹,"12.302393,76.644127",,,12850,,2,,,Mysore,2,"Mysore, Karnataka",800,,12800,
67950607,2026-03-26T15:08:36.000Z,9000000,5556,₹,"12.323731,76.632382",,,,,2,,5,Mysore,3,"Mysore, Karnataka",1620,,12800,
67950605,2026-03-26T15:08:32.000Z,8200000,3417,₹,"12.323731,76.632382",,,,,4,,,Mysore,7,"Mysore, Karnataka",2400,,12800,
67950597,2026-03-26T15:08:23.000Z,10000000,4167,₹,"12.296229,76.701386",,,,,1,,,Mysore,1,"Mysore, Karnataka",2400,,12800,
67950623,2026-03-26T15:08:53.000Z,4800000,8000,₹,"12.305273,76.612646",,,,,1,,,Mysore,2,"Mysore, Karnataka",600,,12800,
67950619,2026-03-26T15:08:48.000Z,5500000,4783,₹,"12.323731,76.632382",,,,,2,,5,Mysore,2,"Mysore, Karnataka",1150,,12800,
67950615,2026-03-26T15:08:44.000Z,17500000,13548,₹,"12.323731,76.632382",,,,,4,,,Mysore,4,"Mysore, Karnataka",120,,12801,
67952055,2026-03-26T15:36:03.000Z,18000000,15000,₹,"12.317978,76.691702",,,,,4,,,Mysore,4,"Mysore, Karnataka",1200,,12800,
67952039,2026-03-26T15:35:46.000Z,4800000,8000,₹,"12.317978,76.691702",,,,,4,,,Mysore,4,"Mysore, Karnataka",600,,12800,
62500443,2026-03-25T22:30:43.000Z,20000000,11111,₹,"12.3335199,76.6117927",,1800,12850,1,4,South - East,2,Mysore,4,"Mysore, Karnataka",1800,,12800,
68533103,2026-03-25T22:30:43.000Z,16128000,8000,₹,"12.3001258,76.6470017",,,,,2,,2,Mysore,5,"Mysore, Karnataka",2016,,12800,
82934977,2026-01-10T18:13:24.000Z,12500000,8772,₹,,,,,,2,,,Mysore,2,"Mysore, Karnataka",1425,,12800,
83542805,2026-02-25T04:28:22.000Z,21500000,5375,₹,"12.285664,76.614585",,1902,,2,3,North - West,,Mysore,4,"Mysore, Karnataka",4000,,12800,
80976057,2025-12-29T21:30:43.000Z,14000000,11667,₹,"12.2655758,76.6441591",,1200,,1,2,North - East,1,Mysore,2,"Mysore, Karnataka",1200,,12800,
80187539,2026-03-21T17:35:28.000Z,11498500,6500,₹,"12.1574177,76.5213648",Foundations Developers & Promoters,,,,3,,,Mysore,3,"Mysore, Karnataka",1769,,12800,
83012385,2026-01-17T06:33:59.000Z,9900000,9000,₹,"12.317059,76.6058412",,920,,1,2,East,,Mysore,3,"Mysore, Karnataka",1100,,12800,
82760223,2026-03-25T17:36:48.000Z,16400000,9287,₹,"12.2655758,76.6441591",Horizon Estates &  Developers India Pvt. Ltd.,1131,,,3,,,Mysore,3,"Mysore, Karnataka",1766,,12800,
